,variable,value
3177,ASSOCIAZIONE ITALIANA PER LA RICERCA SUL CANCRO,Italian Association for Cancer Research
3178,ASSOCIAZIONE ITALIANA ZINCATURA,Italian Galvanizing Association
3179,ASSOCIAZIONE ITHACA-INFORMATION TECHNOLOGY FOR HUMANITARIAN ASSISTANCE COOPERATION AND ACTION,ASSOCIAZIONE ITHACA-INFORMATION TECHNOLOGY FOR HUMANITARIAN ASSISTANCE COOPERATION AND ACTION
3180,ASSOCIAZIONE MICROCOSMI ONLUS,Onlus microcosm association
3181,ASSOCIAZIONE NAZIONALE ALLEVATORI SUINI,National Association of Pig Breeders
3182,ASSOCIAZIONE NAZIONALE CONSORZI GESTIONE E TUTELA DEL TERRITORIO E ACQUE IRRIGUE UNIONE REGIONALE CAMPANIA,National Association of Consortia Management and Protection of the Territory and Irrigue Water Regional Union Campania
3183,ASSOCIAZIONE NAZIONALE COOPERATIVE AGROITTICOALIMENTARI PER LO SVILUPPO RURALE E COSTIERO,National Association AgroThicity cooperations for rural and coastal development
3184,ASSOCIAZIONE NAZIONALE COSTRUTTORI EDILI,National Association of Construction Manufacturers
3185,ASSOCIAZIONE NAZIONALE DELLINDUSTRIA DELLAUTONOLEGGIO E SERVIZI AUTOMOBILISTICI - ANIASA,National Association of Auton Rental and Automotive Services - Aniasa
3186,Associazione Nazionale Industriali Conserve Alimentari Vegetali,Industrial National Association preserves vegetable food
3187,ASSOCIAZIONE NOVILUNIO,ASSOCIAZIONE moons
3188,Associazione Oasi Maria SS. Onlus,Association Oasi Maria SS. Onlus
3189,ASSOCIAZIONE ORLANDO,Orlando Association
3190,ASSOCIAZIONE ORTIALTI,Ortialti Association
3191,ASSOCIAZIONE PER LA RICERCA CHE CURA ORGANIZZAZIONE NON LUCRATIVA DI UTILITA SOCIALE,Association for Research which takes care of non-profit organization of social utility
3192,ASSOCIAZIONE PIACE CIBO SANO,Association likes healthy food
3193,ASSOCIAZIONE PISCICOLTORI ITALIANI,Italian Pisciculti Association
3194,ASSOCIAZIONE PLAN ITALIA ONLUS,Plan Italia Onlus Association
3195,ASSOCIAZIONE REGIONALE ALLEVATORI DELLA LOMBARDIA,Regional Association Breeders of Lombardy
3196,ASSOCIAZIONE SVILUPPO RURALE,Rural development association
3197,ASSOCIAZIONE TOURISM,Tourism Association
3198,ASSOCIAZIONE TRENTO RISE,Trento Rise Association
3199,ASSOCIAZIONE URBAN LAB,Urban Lab Association
3200,Associazone Culturale Punti di Vista,Cultural association points of view
3201,ASSOFWI,ASSOFWI
3202,ASSOLTERM,Absolterm
3203,ASSOTSIATSIA ZA RAZVITIE NA SOFIA,Association for Development of Sofia
3204,ASSOTSIATSIYA OBRAZOVANIE DLYA USTOJCHIVOGO RAZVITIYA,Association Education for Sustainable Development
3205,ASSTRA - ASSOCIAZIONE TRASPORTI,Asstra - Transport Association
3206,ASSUTA ASHDOD LTD,ASSUTA ASHDOD LTD
3207,ASSUTA MEDICAL CENTERS LTD,ASSUTA MEDICAL CENTERS LTD
3208,ASSYSTEM ENGINEERING AND OPERATION SERVICES,ASSYSTEM ENGINEERING AND OPERATION SERVICES
3209,AST ADVANCED SPACE TECHNOLOGIES GMBH,AST ADVANCED SPACE TECHNOLOGIES GMBH
3210,ASTALDI Spa,Astaldi Spa
3211,ASTAREAL AB,ASTAREAL AB
3212,ASTAZERO AB,Astazazo
3213,ASTEA SPA,These spa
3214,ASTECH PROJECTS LIMITED,Astech Projects Limited
3215,ASTELLAS PHARMA EUROPE BV,ASTELLAS PHARMA EUROPE BV
3216,ASTELLAS PHARMA EUROPE LTD,ASTELLAS PHARMA EUROPE LTD
3217,ASTER - SOCIETA CONSORTILE PER AZIONI,Aster - Consortile Company for Actions
3218,ASTER CAPITAL PARTNERS,ASTER CAPITAL PARTNERS
3219,ASTER SPA,ASTER SPA
3220,ASTERAVIA DI MELEGA MASSIMO & C. S.A.S.,Asteria Massima & C. S..S.
3221,ASTERIA AB,AB Stars
3222,ASTEROID FOUNDATION,ASTEROID FOUNDATION
3223,ASTEX,ASTEX
3224,ASTHMA UK LBG,Asthma UK LBG
3225,ASTI MOBILE ROBOTICS SA,Up to Mobile Robotics SA
3226,ASTIKI MI KERDOSKOPIKI ETAIREIA PROLIPTIKIS PERIVALLONTIKIS KAI ERGASIAKIS IATRIKIS,Urban Nonprofit Society for Preventive Environmental and Work Medicine
3227,ASTIKOS PROMITHEUTIKOS SYNETAIRISMOS PERIORISMENIS EUTHYNIS ALLOTROPON,Urban Supplementary Cooperative of Limited Responsibility of Florists
3228,ASTILLEROS DE SANTANDER SA,Astilleros de Santander SA
3229,ASTILLEROS GONDAN SA,Astilleros Gondan SA.
3230,ASTON MEDICAL TECHNOLOGY LTD,ASTON MEDICAL TECHNOLOGY LTD
3231,ASTON UNIVERSITY,ASTON UNIVERSITY
3232,Astos Solutions GmbH,Astos Solutions GmbH
3233,ASTOS SOLUTIONS SRL,ASTOS SOLUTIONS SRL
3234,ASTRACIME SL,ASTRACIME SL
3235,ASTRAVEUS SAS,Astraveus SAS.
3236,ASTRAZENECA AB,AstraZeneca
3237,ASTRAZENECA UK LIMITED,ASTRAZENECA UK LIMITED
3238,ASTRI POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Astri Polska Spool with limited responsibility
3239,ASTRIDBIO TECHNOLOGIES KFT,Astridbio Technologies Kft
3240,ASTRIONICS GMBH,Astrionics GmbH
3241,ASTRO- UND FEINWERKTECHNIK ADLERSHOF GMBH,Astro and Precision Technology Adlershof GmbH
3242,ASTROFACTUM GMBH,Astroofatum gumbh
3243,ASTRON FIAMM SAFETY SARL,ASTRON FIAMM SAFETY SARL
3244,ASTRONOMICAL INSTITUTE OF THE SLOVAK ACADEMY OF SCIENCES,ASTRONOMICAL INSTITUTE OF THE SLOVAK ACADEMY OF SCIENCES
3245,ASTRONOMICKY USTAV AV CR,Astronomicky ustav of cr
3246,ASTRONOMSKA OPSERVATORIJA,Astronomical Observatory
3247,ASTUS-CONSTRUCTION,Step-in construction
3248,ASUR MARCHE,Asur walking
3249,ASUS CLOUD CORPORATION,ASUS CLOUD CORPORATION
3250,ASYGN,ASYN.
3251,ASYMPTOTE LIMITED,ASYMPTOTE LIMITED
3252,ASYS AUTOMATIC SYSTEMS GMBH & CO KG,ASYS AUTOMATIC SYSTEMS GMBH & CO KG
3253,ASYS AUTOMATISIERUNGSSYSTEME GMBH,Asys Automation Systems GmbH
3254,ASZYK-KOSMIDER BARBARA,ASZYK-KOSMIDER BARBARA
3255,AT & S AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK AKTIENGESELLSCHAFT,AT & S Austria Technology & Systems Technology Aktiengesellschaft
3256,AT-BIOTECH TRACEABILITY INFORMATION SYSTEMS SL,AT-BIOTECH TRACEABILITY INFORMATION SYSTEMS SL
3257,ATA TEKNOKENT AS,Ata Teknokent AS
3258,ATALAYA RIO TINTO MINERA SL,Atalaya Rio Tinto Minera SL
3259,ATANA LTD,Asana Ltd.
3260,ATANGA SISTEMAS Y SERVICIOS SL,Atanga Systems and Services SL
3261,ATANOR,ATANOR
3262,ATATURK UNIVERSITY,ATATURK UNIVERSITY
3263,ATB AS,ATB AS
3264,ATBROX AS,ATBROX AS
3265,ATC GROUP LIMITED,ATC GROUP LIMITED
3266,ATDBIO LIMITED,ATDBIO LIMITED
3267,ATE ANTRIEBSTECHNIK UND ENTWICKLUNGS GMBH,Ate Drive Technology and Development GmbH
3268,ATEC-3D LTD,ATEC-3D LTD
3269,ATECA SAS,Ateca SAS
3270,ATech elektronika d.o.o.,Atech Electronics D.O.O.
3271,ATECHSYS ENGINEERING,ATECHSYS ENGINEERING
3272,ATEKNEA SOLUTIONS HUNGARY KFT,Ateknea Solutions Hungary Ltd.
3273,ATELIERUL REDU SRL,Atelier Redu Srl.
3274,Atemis GmbH ingenieurburo fur abwassertechnik energiemanagement und innovative systementwicklung,Breath GmbH Ingenieurburo for Wastewater Technology Energy Management and Innovative System Development
3275,ATENA SCARL - DISTRETTO ALTA TECNOLOGIA ENERGIA AMBIENTE,ATENA SCARL - High Technology District Energy Environment
3276,ATENDE SPOLKA AKCYNA,Answer Spolka Akcyjna
3277,ATENEO DE MANILA UNIVERSITY,Ate Neo D E Manila University
3278,ATENEO PONTIFICIO REGINA APOSTOLORUM,Ateneo Pontificio Regina Apostolorum
3279,ATEP - AMKOR TECHNOLOGY PORTUGAL SA,ATEP - Amkor Technology Portugal to
3280,ATER PROVINCIA DI ROMA AZIENDA TERRITORIALE PER LEDILIZIA RESIDENZIALE PUBBLICA DELLA PROVINCIA DI ROMA,Ater Province of Rome Territorial Company for Public Residential Ledility of the Province of Rome
3281,ATESIO GMBH,Atesio GmbH
3282,Atferlisgreining ehf,Behavioral analysis ehf
3283,ATG EUROPE BV,ATG EUROPE BV
3284,ATG:BIOSYNTHETICS GMBH,ATG:BIOSYNTHETICS GMBH
3285,ATHENA I.C.T. LTD,ATHENA I.C.T. LTD
3286,Athena S.p.a,Athena S.p.a
3287,ATHENS BIENNIAL ASTIKI ETAIREIA,Athena Viennal Urban Company
3288,ATHENS EYE CLINIC AE,ATHENS EYE CLINIC AE
3289,Athens Information Technology Center,Athens Information Technology Center
3290,ATHENS INTERNATIONAL AIRPORT S.A.,ATHENS INTERNATIONAL AIRPORT S.A.
3291,ATHENS TECHNOLOGY CENTER ANONYMI BIOMICHANIKI EMPORIKI KAI TECHNIKI ETAIREIA EFARMOGON YPSILIS TECHNOLOGIAS,Athena Technology Center Anonymous Industrial Commercial and Technical Company of High Technology Applications
3292,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS - RESEARCH CENTER,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS - RESEARCH CENTER
3293,ATHERM,ATHERM
3294,"ATHINA-EREVNITIKO KENTRO KAINOTOMIAS STIS TECHNOLOGIES TIS PLIROFORIAS, TON EPIKOINONION KAI TIS GNOSIS","Athens-Innovation Center for Information Technologies, Communications and Knowledge"
3295,ATHINAIIKI ZYTHOPIIA ANONYMOS ETAIRIA,Athenian Bizopia Anonymous Company
3296,Athinoula A. Martinos Center for Biomedical Imaging,Athinoula A. Martinos Center for Biomedical Imaging
3297,ATHLONE INSTITUTE OF TECHNOLOGY,ATHLONE INSTITUTE OF TECHNOLOGY
3298,ATHONET SRL,ATHONET SRL
3299,ATI KUSTE GMBH - GESELLSCHAFT FUR TECHNOLOGIE UND INNOVATION,ATI KUSTE GmbH - Society for technology and innovation
3300,"ATICSER SERVEIS TECNOLOGIES DE LA INFORMACIO, S.L.","ATICSER services information technologies, s.l."
3301,ATIPROJECT S.R.L.,ATIPROJECT S.R.L.
3302,ATIT BVBA,Both bvba
3303,ATKINS CONSULTANTS LIMITED,ATKINS CONSULTANTS LIMITED
3304,ATKINS LIMITED,ATKINS LIMITED
3305,ATLAN-TEC SYSTEMS GMBH,ATLAN-TEC SYSTEMS GMBH
3306,ATLANT HOLDING IVS,ATLANT HOLDING IVS
3307,ATLANTEC ENTERPRISE SOLUTIONS GMBH,ATLANTEC ENTERPRISE SOLUTIONS GMBH
3308,ATLANTIC LEATHER EHF,Atlantic Leather ehf
3309,ATLANTIC POLLINATION LIMITED,ATLANTIC POLLINATION LIMITED
3310,ATLANTIC SALMON TRUST,ATLANTIC SALMON TRUST
3311,ATLANTIK FISH - PESCADO DE MAR LDA,Atlantik Fish - LDA Sea Fish
3312,ATLANTIS ENGINEERING AE,ATLANTIS ENGINEERING AE
3313,ATLANTIS HEALTHCARE UK LIMITED,ATLANTIS HEALTHCARE UK LIMITED
3314,ATLANTIS IT SL,ATLANTIS IT SL
3315,ATLANTIS PERIVALLON KAI KAINOTOMIA LIMITED,Atlantis Environment and Innovation Limited
3316,ATLANTIS RESOURCES (SCOTLAND) LIMITED,ATLANTIS RESOURCES (SCOTLAND) LIMITED
3317,ATLANTIS SYMVOULEFTIKI ANONYMI ETAIREIA ATLANTIS CONSULTING SA,ATLANTIS Counseling Societe Anonyme Company Atlantis Coustin
3318,ATLANTIUM TECHNOLOGIES LTD,ATLANTIUM TECHNOLOGIES LTD
3319,ATLAS COPCO AIRPOWER NV,ATLAS COPCO AIRPOWER NV
3320,ATLAS MOLECULAR PHARMA SL,ATLAS MOLECULAR PHARMA SL
3321,ATLAS NEUROENGINEERING BVBA,ATLAS NEUROENGINEERING BVBA
3322,ATLAS TECHNOLOGIES BV,Atlas technologies bv
3323,ATLASENSE SLU,Atlasen SLU
3324,ATMO BOURGOGNE FRANCHE COMTE,Atmo Burgundy Franche Comte
3325,"ATMOSFERIA PROJECTS, SL","ATMOSFERIA PROJECTS, SL"
3326,ATMOSPHERE GMBH,ATMOSPHERE GMBH
3327,ATMOSTAT,Reopen
3328,ATMOSUD PROVENCE ALPES COTE DAZUR,Atmosud Provence Alps Cote Dazur
3329,ATO-gear BV,Ato-Grip BV
3330,ATOBE - MOBILITY TECHNOLOGY SA,After a long time Gye Gy
3331,ATOMIC AUSTRIA GMBH,A summary C meeting ST Ra GmbH
3332,ATOMISING SYSTEMS LIMITED,ATOMISING SYSTEMS LIMITED
3333,ATOMMAGKUTATO INTEZET,Atometed Kutato Intezet.
3334,ATONOMICS AS,After all CS A S
3335,ATOS BELGIUM,Acts Belgium
3336,ATOS CONVERGENCE CREATORS SRL,Acts Convergence Creators Srl
3337,ATOS INFORMATION TECHNOLOGY GMBH,Acts Information Technology GmbH
3338,ATOS INTEGRATION SAS,YOUR FOREIGNS
3339,ATOS IT SOLUTIONS AND SERVICES GMBH,ATOS IT SOLUTIONS AND SERVICES GMBH
3340,ATOS IT SOLUTIONS AND SERVICES IBERIA SL,ATOS IT SOLUTIONS AND SERVICES IBERIA SL
3341,ATOS IT SOLUTIONS AND SERVICES SRO,ATOS IT SOLUTIONS AND SERVICES SRO
3342,ATOS IT SOLUTIONS AND SERVICES UNIPESSOAL LDA,Acts IT Solutions and Services Unipessoal Lda
3343,"Atos IT Solutions and Services, s.r.o.","Atos IT Solutions and Services, s.r.o."
3344,ATOS MAGYARORSZAG KORLATOLT FELELOSSSEGU TARSASAG,Atos Hungary Korlatolt KorlatosSsegu Tarsasag
3345,ATOS SPAIN SA,Atos Spain in
3346,ATOS WORLDGRID SAS,Your Officer
3347,ATOTECH DEUTSCHLAND GMBH,Atotech Deutschland GmbH
3348,ATOUT PROCESS LIMITED,ATOUT PROCESS LIMITED
3349,ATP SRL,ATP SRL
3350,ATP SUSTAIN GMBH,ATP GMHN
3351,"ATRACTOR KUTATASI, FEJLESZTESI ES SZOLGALTATO KFT",ATRACTOR Research and Developer and Szolgaltato Kft
3352,atrain,draw
3353,ATRC AURIGON TOXICOLOGIAI KUTATOKOZPONT KORLATOLT FELELOSSEGU TARSASAG,ATRC Aurigon Toxicologia Kolelossegu Korlatolt Felelossegu Tarsasag
3354,"Atria Science, S.L.","Atria Science, S.L."
3355,ATRIA SMART ENERGY SOLUTIONS SOCIEDAD LIMITADA,Atria Smart Energy Solutions Sociedad Limitada
3356,Atria Suomi Oy,Atria Suomi Oy
3357,ATRIAN MEDICAL LIMITED,Atrian Medical Limited
3358,ATRIGA CONSULTING SERVICES LTD,ATRIGA CONSULTING SERVICES LTD
3359,ATRINEO AG,ATRINEO AG
3360,ATRISC,AtRisc
3361,"ATRYS HEALTH, SA","ATRYS HEALTH, SA"
3362,ATS APPLIED TECH SYSTEMS LTD,ATS APPLIED TECH SYSTEMS LTD
3363,ATSEC INFORMATION SECURITY AB,ATSEC INFORMATION SECURITY AB
3364,ATSEC INFORMATION SECURITY GMBH,ATSEC INFORMATION SECURITY GMBH
3365,ATSORA SP ZOO,ATSORA SP ZOO
3366,ATT ADVANCED THERMAL TECHNOLOGIES GMBH,TO ADVANCED THERMAL TECHNOLOGIES GMBH
3367,ATTANA AB,Attana AB
3368,ATTAVIK A/S,Attavik a / s
3369,ATTENBOROUGH BRUSH LIMITED,ATTENBOROUGH BRUSH LIMITED
3370,ATTIKO METRO AE,Attiki Metro SA
3371,ATTILIO CARMAGNANI AC - SOCIETA PER AZIONI,Attilio Carmagnani AC - Shares
3372,ATTISTIBAS FINANSU INSTITUCIJA,Development Finance Institution
3373,ATTO-TEC GMBH,Instation C GmbH
3374,ATTOCUBE SYSTEMS AG,ATTOCUBE SYSTEMS AG
3375,ATTOLIGHT SA,ATOLIGHT SA
3376,ATTOMA SARL,Aimasa RL
3377,ATTOMARKER LIMITED,Limited of self-reliance
3378,ATTOQUANT DIAGNOSTICS GMBH,ATTOQUANT DIAGNOSTICS GMBH
3379,ATTRIDGE ELEANOR,ATTRIDGE ELEANOR
3380,ATTUROS LIMITED,Abstains Limited
3381,ATXA THERAPEUTICS LTD,Atxa Therapeutics Ltd
3382,AU FIL DU GESTE,Over the gesture
3383,AUBERT & DUVAL SAS,Aubert & Duval SAS
3384,AUBURN UNIVERSITY,AUBURN UNIVERSITY
3385,AUDAX GLOBAL SOLUTIONS LIMITED,AUDAX GLOBAL SOLUTIONS LIMITED
3386,AUDEERING GMBH,Audeering GmbH
3387,Audejas UAB,Affiliate UAB.
3388,AUDENCIA,AUDENCIA
3389,AUDI AKTIENGESELLSCHAFT,Audi Aktiengesellschaft
3390,Audio Analytic Ltd.,Audio Analytic Ltd.
3391,"AUDIO VIDEO TREND DOO ZA ZASTUPANJE, PROJEKTIRANJE I PROIZVODNJU PROFESIONALNE KOMUNIKACIJSKE OPEME","Audio Video Trend doo for representation, design and production of professional communication opera"
3392,AUDIOGAMING,AUDIOGAMING
3393,AUDION THERAPEUTICS BV,AUDION THERAPEUTICS BV
3394,Audionamix,Audionamix
3395,AUDIOTEC INGENIERIA ACUSTICA S.A,AudioTec Acoustic Ingenieria S.a
3396,AUDROS TECHNOLOGY,Storm technology
3397,AUDYSSEY LABORATORIES INC,AUDYSSEY LABORATORIES INC
3398,AUFTRAGSBERATUNGSZENTRUM BAYERN EV,Order Advice Center Bayern eV
3399,AUGEAS ASSOCIAZIONE DI SPORT PROMOZIONE E TURISMO,AUGEAS SPORT ASSOCIATION PROMOTION AND TOURISM
3400,AUGHINISH ALUMINA LTD,AUGHINISH ALUMINA LTD
3401,AUGMANITY NANO LTD,AUGMANITY NANO LTD
3402,AUGMENT,AUGMENT
3403,AUGMENTECH RAZVOJ IN TRZENJE IKT DOO,Augmentech development and marketing ICT doo
3404,AUGNET LTD,Augnet Ltd.
3405,AULA ABIERTA SA,Open Classroom SA.
3406,AUMANN LIMBACH-OBERFROHNA GMBH,Aumann Limbach-Oberfrohna GmbH
3407,AUNDE ITALIA SPA,Aunde Italia Spa
3408,AURA A/S,AURA A/S
3409,"AURA INNOVATIVE ROBOTICS, SL","AURA INNOVATIVE ROBOTICS, SL"
3410,AURA LIGHT ITALY SRL,AURA LIGHT ITALY SRL
3411,AURA RADGIVNING AS,Aura radiator as
3412,AUREA IMAGING BVBA,AUREA IMAGING BVBA
3413,AUREA TECHNOLOGY,AUREA TECHNOLOGY
3414,AUREEL TECH S.L.,AUREEL TECH S.L.
3415,AUREL SPA,Aurel Spa
3416,AURELIA TURBINES OY,Aurelia Turbines Oy
3417,AURELIUS ENVIRONMENTAL LTD,AURELIUS ENVIRONMENTAL LTD
3418,AURIGEN MEDICAL LIMITED,AURIGEN MEDICAL LIMITED
3419,AURINKOTEKNO OY,Solarkno Oy
3420,AURIPLEX LIMITED,AURIPLEX LIMITED
3421,AURORA COLLEGE,Aurora College.
3422,AURORA DOMUS COOPERATIVA SOCIALE- ONLUS,Aurora Domus Cooperative Social - Onlus
3423,AURORA MEDICAL LIMITED,AURORA MEDICAL LIMITED
3424,AURORA SEAFOOD EHF,Aurora Seafood ehf
3425,AURORA SOFTWARE AND TESTING S.L.,AURORA SOFTWARE AND TESTING S.L.
3426,AURORA VENTURES LIMITED,AURORA VENTURES LIMITED
3427,AURRENAK S COOP,FIRST S Coop
3428,AURUBIS AG,Aurubis AG
3429,AURUBIS BELGIUM SA,"AURUBIS SA, Belgium"
3430,AURUBIS BULGARIA AD,AURUBIS to BULGARIA
3431,AUSTEP-AUSTEAM ENVIRONMENTAL PROTECTION SPA,AUSTEP-AUSTEAM ENVIRONMENTAL PROTECTION SPA
3432,AUSTRALIAN ACADEMY OF TECHNOLOGICAL SCIENCES AND ENGINEERING LIMITED,AUSTRALIAN ACADEMY OF TECHNOLOGICAL SCIENCES AND ENGINEERING LIMITED
3433,Australian and New Zealand Dialysis and Transplant (ANZDATA) Registry,Australian and New Zealand Dialysis and Transplant (ANZDATA) Registry
3434,Australian Antarctic Division,Australian Antarctic Division
3435,AUSTRALIAN CATHOLIC UNIVERSITY LIMITED,AUSTRALIAN CATHOLIC UNIVERSITY LIMITED
3436,AUSTRALIAN MUSEUM,AUSTRALIAN MUSEUM
3437,AUSTRALIAN NUCLEAR SCIENCE AND TECHNOLOGY ORGANISATION,AUSTRALIAN NUCLEAR SCIENCE AND TECHNOLOGY ORGANISATION
3438,AUSTRALO INTERINNOV MARKETING LAB SL,Australo Interinn's Marketing Lab en
3439,AUSTRIA INSTITUT FUR EUROPA- UND SICHERHEITSPOLITIK (AIES),Austria Institute for Europe and Security Policy (AIES)
3440,AUSTRIA SOLAR,Solar Austria.
3441,Austrian Data Protection Authority,Austrian Data Protection Authority
3442,AUSTRIAN INSTITUTE OF EXCELLENCE,AUSTRIAN INSTITUTE OF EXCELLENCE
3443,AUSTRIAN POWER GRID AG,AUSTRIAN POWER GRID AG
3444,AUSTRIAN STANDARDS INTERNATIONAL,AUSTRIAN STANDARDS INTERNATIONAL
3445,AUSTRIATECH - GESELLSCHAFT DES BUNDES FUR TECHNOLOGIEPOLITISCHE MASSNAHMEN GMBH,Austriatikech - Company of the Federation for Technology Policy Measures GmbH
3446,AUSTRO CONTROL OSTERREICHISCHE GESELLSCHAFT FUR ZIVILLUFTFAHRT MBH,Austro Control Easter Rich Society for Civil Aviation MBH
3447,AUSY ENGINEERING GMBH,AUSY ENGINEERING GMBH
3448,AUTARCON GMBH,Autarcon GmbH
3449,AUTENA MARINE BV,Autena Marine BV
3450,AUTHENTEQ EHF,Authenteq ehf
3451,AUTHENTICO TECHNOLOGIES AB,Authentication Technologies AB
3452,Authometion srl,Authometion srl
3453,AUTHOR-E BV,AUTHOR-E BV
3454,AUTHORITY FOR TRANSPORT IN MALTA,AUTHORITY FOR TRANSPORT IN MALTA
3455,AUTISM SPEAKS INC. NON PROFIT CORPORATION,AUTISM SPEAKS INC. NON PROFIT CORPORATION
3456,AUTISME-EUROPE AISBL,Autism-Europe AISBL
3457,AUTISTICA,Autistic
3458,AUTO - ESTRADAS NORTE LITORAL SOCIEDADE CONCESSIONARIA - AENL SA,Auto - North Roads Coastline Society Concessionaria - AENL SA
3459,AUTO DRIVE SOLUTIONS SL,AUTO DRIVE SOLUTIONS SL
3460,AUTOAID GMBH,Autoaid GmbH
3461,AUTOBAHNEN- UND SCHNELLSTRASSEN-FINANZIERUNGS- AKTIENGESELLSCHAFT,Motor rail and highway financing aktiengesellschaft
3462,AUTOCAR MEDIA GROUP LTD,AUTOCAR MEDIA GROUP LTD
3463,"AUTODELEN.NET, VLAAMS NETWERK AUTODELEN","Car sharing.net, Flemish Network Cars"
3464,Autodesk,Autodesk
3465,AUTODESK LIMITED,AUTODESK LIMITED
3466,AUTODISPLAY BIOTECH GMBH,AUTODISPLAY BIOTECH GMBH
3467,AUTOHOF TANKEN RASTEN PARKEN EG,Autohof refuel REST PARKEN EG
3468,AUTOKLUB POZNANSKI OCTAVIUS,Autoklub Poznanski Octavius
3469,AUTOLIV DEVELOPMENT AB,AUTOLIV DEVELOPMENT AB
3470,AUTOLIV SVERIGE AB,Autoliv Sweden Ab.
3471,AUTOMATION SRL,Automation Srl.
3472,AUTOMATION WR GMBH,AUTOMATION WR GMBH
3473,"AUTOMATION, PRESS AND TOOLING, A.P.& T. AB*AP&T","AUTOMATION, PRESS AND TOOLING, A.P.& T. AB*AP&T"
3474,AUTOMATIQUE ET INDUSTRIE,Automatic and industry
3475,AUTOMATITZACIO DE PROCESSOS I MEDIAMBIENT SL,Process automation and Mediambient SL
3476,AUTOMATIZACION DE SISTEMAS Y APLICACIONES INDUSTRIALES SL,Automation of Systems and Applications Industrial SL
3477,AUTOMATO AGRICULTURAL ROBOTICS LTD,AUTOMATO AGRICULTURAL ROBOTICS LTD
3478,AUTOMOBIL CLUB ASSISTENCIA SA,Automobil Club Assistencia SA
3479,AUTOMOBILE CLUB D ITALIA,Automobile Club D Italy
3480,AUTOMOTIVE & RAIL INNOVATION CENTERGMBH,AUTOMOTIVE & RAIL INNOVATION CENTERGMBH
3481,AUTOMOTIVE ARTIFICIAL INTELLIGENCE(AAI) GMBH,AUTOMOTIVE ARTIFICIAL INTELLIGENCE(AAI) GMBH
3482,AUTOMOTIVE PARTS REMANUFACTURERS ASSOCIATION EUROPE,AUTOMOTIVE PARTS REMANUFACTURERS ASSOCIATION EUROPE
3483,AUTOMOTIVE SIMULATION CENTER STUTTGART EV,AUTOMOTIVE SIMULATION CENTER STUTTGART EV
3484,AUTOMOTIVE.ENGINEERING.NETWORK DAS MOBILITATSCLUSTER EV,Automotive.engineering.network The mobilitate cluster eV
3485,AUTONOMOUS MOBILITY A/S,AUTONOMOUS MOBILITY A/S
3486,AUTONOMOUS NONPROFIT ORGANIZATION OF HIGHER EDUCATION INTERNATIONAL BANKING INSTITUTE,AUTONOMOUS NONPROFIT ORGANIZATION OF HIGHER EDUCATION INTERNATIONAL BANKING INSTITUTE
3487,AUTONOMOUS SURFACE VEHICLES LIMITED,AUTONOMOUS SURFACE VEHICLES LIMITED
3488,AUTONOMOUS SYSTEMS SRL,AUTONOMOUS SYSTEMS SRL
3489,AUTONOOM PROVINCIEBEDRIJF CAMPUS VESTA,Autonomous Provincie Company Campus Vesta
3490,AUTONOOM PROVINCIEBEDRIJF HOOIBEEKHOEVE,Autonomous Provincie Company Hooibeekhoeve
3491,AUTONOOM PROVINCIEBEDRIJF KAMP C,Autonomous Provincie Business Camp C
3492,AUTORIDAD PORTUARIA DE BALEARES,Port Authority of Balearic
3493,AUTORIDAD PORTUARIA DE LA BAHIA DE ALGECIRAS MOPT,Port Authority of Algeciras Mopt Bay
3494,AUTORIDAD PORTUARIA DE SEVILLA,Port Authority of Seville
3495,AUTORIDAD PORTUARIA DE VALENCIA,Port Authority of Valencia
3496,AUTORIDAD PORTUARIA DE VIGO,Port Authority of Vigo
3497,AUTORIDADE NACIONAL DE EMERGENCIA EPROTECAO CIVIL,National Emergency Eprothecao Civil Authority
3498,AUTORIDADE SEGURANCA ALIMENTAR E ECONOMICA,Food and Economic Safety Authority
3499,AUTORITA DI BACINO DISTRETTUALE,District basin authority
3500,AUTORITA DI SISTEMA PORTUALE DEL MAR LIGURE ORIENTALE,Port Authority of the Oriental Ligurian Sea
